	time	latitude	longitude	depth	mag	magType	nst	gap	dmin	rms	net	id	updated	place	type	horizontalError	depthError	magError	magNst	status	locationSource	magSource
139	1996-12-13T11:57:47.090Z	22.741	143.421	88.1	4.7	mb				0.95	us	usp0007uck	2014-11-07T01:01:46.812Z	Volcano Islands, Japan region	earthquake		14.9		3.0	reviewed	us	us
140	1996-12-13T10:35:49.930Z	28.878	140.944	100.0	4.6	mb				0.91	us	usp0007ucf	2014-11-07T01:01:46.800Z	Bonin Islands, Japan region	earthquake				1.0	reviewed	us	us
141	1996-12-13T09:56:01.570Z	-6.23	104.104	69.3	5.5	mwc				1.24	us	usp0007uce	2016-11-10T00:11:58.879Z	Sunda Strait, Indonesia	earthquake		11.2			reviewed	us	hrv
142	1996-12-13T08:44:41.240Z	-5.554	147.219	201.6	5.1	mwc				0.73	us	usp0007ucc	2016-11-10T00:11:58.297Z	eastern New Guinea region, Papua New Guinea	earthquake					reviewed	us	hrv
143	1996-12-13T06:57:16.270Z	51.717	-177.357	10.0	4.5	mb				0.75	us	usp0007uc8	2014-11-07T01:01:46.767Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				4.0	reviewed	us	us
144	1996-12-13T06:23:00.890Z	51.681	-177.479	10.0	4.7	mb				1.02	us	usp0007uc6	2014-11-07T01:01:46.761Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				16.0	reviewed	us	us
145	1996-12-13T05:54:47.910Z	8.283	-39.605	10.0	4.7	mb				0.82	us	usp0007uc5	2014-11-07T01:01:46.755Z	central Mid-Atlantic Ridge	earthquake				23.0	reviewed	us	us
146	1996-12-13T05:44:11.110Z	8.899	125.986	33.0	4.5	mb				1.21	us	usp0007uc4	2014-11-07T01:01:46.754Z	Mindanao, Philippines	earthquake				1.0	reviewed	us	us
147	1996-12-13T04:10:16.500Z	37.141	128.764	10.0	4.8	mb				1.25	us	usp0007uc1	2020-01-03T21:37:11.251Z	South Korea	earthquake				13.0	reviewed	us	us
148	1996-12-13T03:27:32.120Z	51.628	-177.449	10.0	4.5	mb				0.76	us	usp0007ubz	2014-11-07T01:01:46.741Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				10.0	reviewed	us	us
149	1996-12-13T02:17:54.770Z	-20.651	-174.285	33.0	4.8	mb				0.77	us	usp0007ubv	2014-11-07T01:01:46.726Z	Tonga	earthquake				10.0	reviewed	us	us
150	1996-12-13T01:00:07.760Z	-16.406	-171.609	33.0	5.6	mwc				1.01	us	usp0007ubs	2016-11-10T00:11:57.803Z	Samoa Islands region	earthquake					reviewed	us	hrv
151	1996-12-12T23:37:45.630Z	51.785	-177.456	10.0	4.5	mb				0.74	us	usp0007ubk	2014-11-07T01:01:46.693Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				2.0	reviewed	us	us
152	1996-12-12T18:35:49.830Z	38.662	-119.5626667	-1.619	4.6	mw	139.0	173.0	0.7405	0.18	nc	nc487519	2016-12-25T08:19:06.160Z	Central California	earthquake	0.31	0.55		4.0	reviewed	nc	nc
153	1996-12-12T18:23:53.020Z	-6.03	112.959	606.2	5.1	mwc				1.17	us	usp0007uba	2016-11-10T00:11:27.979Z	Java, Indonesia	earthquake					reviewed	us	hrv
154	1996-12-12T13:26:47.150Z	9.538	126.126	33.0	4.5	mb				1.06	us	usp0007ub1	2014-11-07T01:01:46.626Z	Mindanao, Philippines	earthquake				1.0	reviewed	us	us
155	1996-12-12T10:43:51.750Z	51.674	-177.419	10.0	4.5	mb				1.05	us	usp0007uav	2014-11-07T01:01:46.607Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				4.0	reviewed	us	us
156	1996-12-12T09:59:27.010Z	51.885	-177.491	10.0	4.6	mb				1.03	us	usp0007uas	2014-11-07T01:01:46.599Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				3.0	reviewed	us	us
157	1996-12-12T09:09:31.130Z	51.63	-177.381	10.0	4.9	mb				1.13	us	usp0007uap	2014-11-07T01:01:46.591Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				13.0	reviewed	us	us
158	1996-12-12T07:44:35.990Z	31.683	131.797	39.7	4.6	ms				1.29	us	usp0007uam	2014-11-07T01:01:46.566Z	Kyushu, Japan	earthquake		8.2		2.0	reviewed	us	us
159	1996-12-12T07:20:34.430Z	31.695	131.807	31.3	5.3	mwc				1.12	us	usp0007uak	2016-11-10T00:11:27.473Z	Kyushu, Japan	earthquake		4.8			reviewed	us	hrv
160	1996-12-11T19:45:46.630Z	-49.795	117.788	10.0	4.9	mb				1.37	us	usp0007u9q	2014-11-07T01:01:46.448Z	western Indian-Antarctic Ridge	earthquake				4.0	reviewed	us	us
161	1996-12-11T19:13:10.770Z	-24.602	83.12	10.0	4.8	mb				1.18	us	usp0007u9p	2014-11-07T01:01:46.446Z	South Indian Ocean	earthquake				3.0	reviewed	us	us
162	1996-12-11T16:36:16.960Z	8.064	126.805	33.0	5.0	mb				1.26	us	usp0007u9f	2014-11-07T01:01:46.415Z	Mindanao, Philippines	earthquake				19.0	reviewed	us	us
163	1996-12-11T15:02:09.870Z	-20.999	-178.903	600.0	4.7	mb				1.12	us	usp0007u9c	2014-11-07T01:01:46.399Z	Fiji region	earthquake				17.0	reviewed	us	us
164	1996-12-11T12:50:07.730Z	-27.894	26.809	5.0	4.8	mb				0.85	us	usp0007u96	2020-01-03T21:36:58.339Z	South Africa	earthquake				17.0	reviewed	us	us
165	1996-12-11T12:18:50.950Z	-4.736	103.195	63.4	5.5	mwc				1.12	us	usp0007u95	2020-01-03T21:36:44.789Z	southern Sumatra, Indonesia	earthquake					reviewed	us	hrv
166	1996-12-11T11:37:57.340Z	-52.576	17.001	10.0	4.6	mb				1.02	us	usp0007u94	2014-11-07T01:01:46.365Z	southwest of Africa	earthquake				1.0	reviewed	us	us
167	1996-12-11T11:04:23.410Z	-11.284	116.894	32.1	4.5	mb				1.29	us	usp0007u93	2014-11-07T01:01:46.362Z	south of Lombok, Indonesia	earthquake		11.6		5.0	reviewed	us	us
168	1996-12-11T10:25:11.720Z	-52.917	16.298	10.0	4.5	mb				1.29	us	usp0007u90	2014-11-07T01:01:46.357Z	southwest of Africa	earthquake				1.0	reviewed	us	us
169	1996-12-11T09:44:39.050Z	1.488	120.157	61.8	5.3	mwc				1.13	us	usp0007u8y	2016-11-10T00:10:58.298Z	Minahasa, Sulawesi, Indonesia	earthquake					reviewed	us	hrv
170	1996-12-11T09:28:26.200Z	56.659	-159.056	33.0	4.5	mb				1.06	us	usp0007u8x	2014-11-07T01:01:46.340Z	Alaska Peninsula	earthquake				3.0	reviewed	us	us
171	1996-12-11T05:29:56.950Z	-52.395	17.349	10.0	4.7	mb				0.76	us	usp0007u8r	2014-11-07T01:01:46.326Z	southwest of Africa	earthquake				1.0	reviewed	us	us
172	1996-12-11T05:07:06.620Z	11.118	-86.714	33.0	4.9	mb				1.29	us	usp0007u8p	2014-11-07T01:01:46.317Z	near the coast of Nicaragua	earthquake				32.0	reviewed	us	us
173	1996-12-11T04:21:58.630Z	-0.071	125.144	10.0	5.9	mwc				1.13	us	usp0007u8k	2016-11-10T00:10:57.783Z	Molucca Sea	earthquake					reviewed	us	hrv
174	1996-12-11T02:24:05.690Z	50.415	-176.083	33.0	5.0	mb				0.87	us	usp0007u8d	2014-11-07T01:01:46.277Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				65.0	reviewed	us	us
175	1996-12-10T22:33:11.010Z	51.837	-177.512	10.0	4.8	mb				1.07	us	usp0007u85	2014-11-07T01:01:46.260Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				22.0	reviewed	us	us
176	1996-12-10T21:50:14.130Z	-6.512	154.654	33.0	4.5	mb				0.98	us	usp0007u84	2014-11-07T01:01:46.257Z	Bougainville region, Papua New Guinea	earthquake				10.0	reviewed	us	us
177	1996-12-10T20:55:30.820Z	51.8	-177.526	10.0	4.8	mb				1.02	us	usp0007u82	2014-11-07T01:01:46.248Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				30.0	reviewed	us	us
178	1996-12-10T20:31:48.980Z	16.092	-96.695	33.0	4.8	mb				0.84	us	usp0007u81	2014-11-07T01:01:46.238Z	Oaxaca, Mexico	earthquake				29.0	reviewed	us	us
179	1996-12-10T19:37:15.580Z	3.307	95.681	100.0	4.6	mb				0.68	us	usp0007u7x	2014-11-07T01:01:46.226Z	off the west coast of northern Sumatra	earthquake				1.0	reviewed	us	us
180	1996-12-10T17:22:37.570Z	51.814	-177.524	10.0	4.5	mb				0.93	us	usp0007u7v	2014-11-07T01:01:46.220Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				15.0	reviewed	us	us
181	1996-12-10T16:57:39.750Z	51.824	-177.562	10.0	5.4	mwc				0.98	us	usp0007u7t	2016-11-10T00:10:35.638Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake					reviewed	us	hrv
182	1996-12-10T16:03:02.600Z	12.511	-88.926	33.0	5.6	mwc				1.1	us	usp0007u7r	2016-11-10T00:10:35.137Z	offshore El Salvador	earthquake					reviewed	us	hrv
183	1996-12-10T14:32:23.950Z	0.758	-29.176	10.0	4.6	mb				0.75	us	usp0007u7n	2014-11-07T01:01:46.175Z	central Mid-Atlantic Ridge	earthquake				9.0	reviewed	us	us
184	1996-12-10T12:08:34.290Z	25.285	94.995	105.2	4.7	mb				1.32	us	usp0007u7h	2014-11-07T01:01:46.164Z	Myanmar-India border region	earthquake		12.0		1.0	reviewed	us	us
185	1996-12-10T09:23:25.450Z	0.796	-29.62	10.0	5.2	mb				0.93	us	usp0007u7c	2014-11-07T01:01:46.149Z	central Mid-Atlantic Ridge	earthquake				42.0	reviewed	us	us
186	1996-12-10T08:36:18.700Z	0.87	-30.039	10.0	6.7	mwc				0.94	us	usp0007u7a	2016-11-10T00:54:38.856Z	central Mid-Atlantic Ridge	earthquake					reviewed	us	hrv
187	1996-12-10T04:31:27.600Z	-3.623	134.912	33.0	4.5	mb				1.22	us	usp0007u73	2014-11-07T01:01:46.090Z	Papua, Indonesia	earthquake				8.0	reviewed	us	us
188	1996-12-10T04:13:57.650Z	-49.017	121.509	10.0	4.7	ms				1.37	us	usp0007u72	2014-11-07T01:01:46.087Z	western Indian-Antarctic Ridge	earthquake				1.0	reviewed	us	us
189	1996-12-10T02:15:08.270Z	-25.266	179.321	600.0	4.7	mb				0.72	us	usp0007u6z	2014-11-07T01:01:45.976Z	south of the Fiji Islands	earthquake				11.0	reviewed	us	us
190	1996-12-09T23:48:39.100Z	-20.28	-178.138	600.0	4.6	mb				0.91	us	usp0007u6x	2014-11-07T01:01:45.972Z	Fiji region	earthquake				11.0	reviewed	us	us
191	1996-12-09T19:47:16.110Z	9.959	126.606	33.0	5.4	mwc				1.18	us	usp0007u6v	2016-11-10T00:10:03.565Z	Mindanao, Philippines	earthquake					reviewed	us	hrv
192	1996-12-09T19:23:05.460Z	-36.223	-100.33	10.0	4.7	mb				0.97	us	usp0007u6u	2014-11-07T01:01:45.956Z	southeast of Easter Island	earthquake				10.0	reviewed	us	us
193	1996-12-09T18:58:10.090Z	0.516	126.258	33.0	4.7	mb				0.77	us	usp0007u6s	2014-11-07T01:01:45.953Z	Molucca Sea	earthquake				5.0	reviewed	us	us
194	1996-12-09T17:46:12.460Z	46.84	150.777	181.7	5.1	mb				0.88	us	usp0007u6q	2014-11-07T01:01:45.933Z	Kuril Islands	earthquake				86.0	reviewed	us	us
195	1996-12-09T13:06:52.660Z	-0.32	-80.649	33.0	4.5	mb				1.24	us	usp0007u6e	2014-11-07T01:01:45.907Z	near the coast of Ecuador	earthquake				6.0	reviewed	us	us
196	1996-12-09T11:28:48.610Z	29.85	-42.855	10.0	6.0	mwc				1.13	us	usp0007u68	2016-11-10T00:54:31.598Z	northern Mid-Atlantic Ridge	earthquake					reviewed	us	hrv
197	1996-12-09T11:27:21.580Z	29.842	-42.738	10.0	4.8	mb				0.88	us	usp0007u67	2014-11-07T01:01:45.838Z	northern Mid-Atlantic Ridge	earthquake				8.0	reviewed	us	us
198	1996-12-09T10:36:19.580Z	29.923	-42.754	10.0	5.0	mb				0.57	us	usp0007u60	2014-11-07T01:01:45.823Z	northern Mid-Atlantic Ridge	earthquake				8.0	reviewed	us	us
199	1996-12-09T05:42:20.540Z	14.891	-94.091	33.0	4.8	mb				0.84	us	usp0007u5q	2014-11-07T01:01:45.792Z	off the coast of Chiapas, Mexico	earthquake				31.0	reviewed	us	us
200	1996-12-09T04:39:28.560Z	-17.816	-178.699	600.0	4.5	mb				0.89	us	usp0007u5n	2014-11-07T01:01:45.786Z	Fiji region	earthquake				12.0	reviewed	us	us
201	1996-12-09T03:54:16.310Z	-7.936	107.489	50.9	6.1	mwc				1.25	us	usp0007u5k	2020-01-03T21:36:30.255Z	Java, Indonesia	earthquake					reviewed	us	hrv
202	1996-12-09T01:59:49.220Z	-17.148	-172.812	33.0	4.5	mb				1.02	us	usp0007u5d	2014-11-07T01:01:45.743Z	Tonga region	earthquake				7.0	reviewed	us	us
203	1996-12-08T23:52:05.840Z	14.991	-94.021	33.0	5.0	mb				1.01	us	usp0007u59	2014-11-07T01:01:45.724Z	offshore Chiapas, Mexico	earthquake				46.0	reviewed	us	us
204	1996-12-08T20:24:35.490Z	1.432	120.386	33.0	4.8	mb				0.99	us	usp0007u51	2014-11-07T01:01:45.701Z	Minahasa, Sulawesi, Indonesia	earthquake				10.0	reviewed	us	us
205	1996-12-08T19:30:41.830Z	-27.88	74.153	10.0	5.1	mb				0.77	us	usp0007u4w	2014-11-07T01:01:45.691Z	Mid-Indian Ridge	earthquake				9.0	reviewed	us	us
206	1996-12-08T19:17:54.380Z	-27.849	74.078	10.0	5.4	mwc				1.08	us	usp0007u4t	2016-11-10T00:09:43.963Z	Mid-Indian Ridge	earthquake					reviewed	us	hrv
207	1996-12-08T19:17:29.590Z	-27.873	73.955	10.0	4.8	mb				0.91	us	usp0007u4s	2014-11-07T01:01:45.658Z	Mid-Indian Ridge	earthquake				9.0	reviewed	us	us
208	1996-12-08T18:41:21.010Z	-28.195	73.57	10.0	4.5	mb				1.04	us	usp0007u4p	2014-11-07T01:01:45.654Z	Mid-Indian Ridge	earthquake				1.0	reviewed	us	us
209	1996-12-08T17:13:18.310Z	-20.065	-177.83	600.0	4.6	mb				0.91	us	usp0007u4k	2014-11-07T01:01:45.645Z	Fiji region	earthquake				11.0	reviewed	us	us
210	1996-12-08T06:05:24.940Z	56.74	-151.777	33.0	5.5	mwc				1.0	us	usp0007u3v	2016-11-10T00:09:43.386Z	Kodiak Island region, Alaska	earthquake					reviewed	us	hrv
211	1996-12-08T05:42:19.010Z	44.149	-129.268	10.0	4.7	mb				0.9	us	usp0007u3t	2014-11-07T01:01:45.541Z	off the coast of Oregon	earthquake				16.0	reviewed	us	us
212	1996-12-08T04:08:50.570Z	-20.265	-174.521	33.0	4.9	ms				0.89	us	usp0007u3q	2014-11-07T01:01:45.532Z	Tonga	earthquake				1.0	reviewed	us	us
213	1996-12-08T03:48:05.810Z	44.209	-129.369	10.0	5.2	mwc				1.03	us	usp0007u3p	2016-11-10T00:09:42.812Z	off the coast of Oregon	earthquake					reviewed	us	hrv
214	1996-12-08T02:16:17.060Z	-6.091	150.133	72.7	4.7	mb				1.03	us	usp0007u3k	2014-11-07T01:01:45.345Z	New Britain region, Papua New Guinea	earthquake		9.7		12.0	reviewed	us	us
215	1996-12-07T23:15:12.280Z	-2.524	101.657	100.0	4.6	mb				0.92	us	usp0007u3f	2014-11-07T01:01:45.277Z	southern Sumatra, Indonesia	earthquake				13.0	reviewed	us	us
216	1996-12-07T23:00:39.910Z	-5.298	145.842	56.8	4.6	mb				1.07	us	usp0007u3e	2014-11-07T01:01:45.270Z	eastern New Guinea region, Papua New Guinea	earthquake		5.9		18.0	reviewed	us	us
217	1996-12-07T22:46:35.820Z	-7.384	146.108	189.9	4.9	mb				1.01	us	usp0007u3d	2014-11-07T01:01:45.264Z	eastern New Guinea region, Papua New Guinea	earthquake		5.1		11.0	reviewed	us	us
218	1996-12-07T22:23:31.260Z	14.655	-93.945	33.0	4.7	mb				1.07	us	usp0007u3c	2014-11-07T01:01:45.258Z	off the coast of Chiapas, Mexico	earthquake				33.0	reviewed	us	us
219	1996-12-07T21:56:27.300Z	5.674	124.044	550.0	4.5	mb				0.91	us	usp0007u3b	2014-11-07T01:01:45.255Z	Mindanao, Philippines	earthquake				7.0	reviewed	us	us
220	1996-12-07T20:36:19.170Z	51.587	-173.378	33.0	4.9	mb				0.73	us	usp0007u37	2014-11-07T01:01:45.236Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				57.0	reviewed	us	us
221	1996-12-07T20:32:24.950Z	45.803	151.521	33.0	5.1	mb				0.87	us	usp0007u36	2014-11-07T01:01:45.222Z	Kuril Islands	earthquake				79.0	reviewed	us	us
222	1996-12-07T02:59:21.470Z	-2.274	139.163	33.0	5.0	mb				1.14	us	usp0007u2c	2014-11-07T01:01:45.087Z	near the north coast of Papua, Indonesia	earthquake				11.0	reviewed	us	us
223	1996-12-07T02:23:46.290Z	-4.493	68.775	10.0	4.5	mb				0.9	us	usp0007u2b	2014-11-07T01:01:45.086Z	Chagos Archipelago region	earthquake				2.0	reviewed	us	us
224	1996-12-07T02:14:24.090Z	-25.977	179.835	500.0	4.5	mb				0.76	us	usp0007u2a	2014-11-07T01:01:45.083Z	south of the Fiji Islands	earthquake				8.0	reviewed	us	us
225	1996-12-07T01:22:51.200Z	-16.421	-177.616	33.0	5.4	mwc				1.04	us	usp0007u27	2016-11-10T00:09:04.291Z	Fiji region	earthquake					reviewed	us	hrv
226	1996-12-06T23:56:42.890Z	-16.787	-177.555	33.0	5.7	mwc				1.31	us	usp0007u26	2016-11-10T00:08:25.852Z	Fiji region	earthquake					reviewed	us	hrv
227	1996-12-06T23:21:19.140Z	27.837	140.766	33.0	4.9	mb				0.81	us	usp0007u25	2014-11-07T01:01:45.056Z	Bonin Islands, Japan region	earthquake				1.0	reviewed	us	us
228	1996-12-06T23:06:26.830Z	33.281	140.559	60.8	5.2	mb				0.91	us	usp0007u24	2014-11-07T01:01:45.040Z	Izu Islands, Japan region	earthquake		4.7		50.0	reviewed	us	us
229	1996-12-06T10:09:02.380Z	-59.235	-24.728	33.0	4.9	mb				0.79	us	usp0007u1f	2014-11-07T01:01:44.968Z	South Sandwich Islands region	earthquake				12.0	reviewed	us	us
230	1996-12-06T08:41:19.340Z	44.141	148.326	33.0	4.7	mb				1.04	us	usp0007u1d	2014-11-07T01:01:44.961Z	Kuril Islands	earthquake				20.0	reviewed	us	us
231	1996-12-06T05:57:08.120Z	-25.191	179.658	500.0	4.6	mb				1.06	us	usp0007u18	2014-11-07T01:01:44.949Z	south of the Fiji Islands	earthquake				17.0	reviewed	us	us
232	1996-12-06T04:53:44.920Z	-0.405	124.137	33.0	4.6	mb				1.22	us	usp0007u15	2014-11-07T01:01:44.942Z	Molucca Sea	earthquake				4.0	reviewed	us	us
233	1996-12-06T03:52:58.630Z	43.852	147.12	66.9	4.5	mb				0.89	us	usp0007u13	2014-11-07T01:01:44.938Z	Kuril Islands	earthquake		24.2		5.0	reviewed	us	us
234	1996-12-06T03:30:30.700Z	33.982	141.492	33.0	5.4	mwc				1.3	us	usp0007u12	2016-11-10T00:08:25.233Z	off the east coast of Honshu, Japan	earthquake					reviewed	us	hrv
235	1996-12-06T01:40:03.670Z	-54.968	-25.796	33.0	4.8	mb				0.69	us	usp0007u10	2014-11-07T01:01:44.786Z	South Sandwich Islands region	earthquake				1.0	reviewed	us	us
236	1996-12-06T01:39:40.380Z	-0.42	125.066	33.0	4.5	mb				1.46	us	usp0007u0z	2014-11-07T01:01:44.716Z	Molucca Sea	earthquake				5.0	reviewed	us	us
237	1996-12-06T01:03:32.670Z	-54.989	-28.614	33.0	4.7	mb				0.91	us	usp0007u0x	2014-11-07T01:01:44.709Z	South Sandwich Islands region	earthquake				2.0	reviewed	us	us
238	1996-12-06T00:48:27.000Z	33.915	141.535	33.0	4.7	mb				1.12	us	usp0007u0v	2014-11-07T01:01:44.699Z	off the east coast of Honshu, Japan	earthquake				13.0	reviewed	us	us
239	1996-12-05T23:29:07.010Z	-0.274	125.201	33.0	5.5	mwc				1.19	us	usp0007u0t	2016-11-10T00:08:01.110Z	Molucca Sea	earthquake					reviewed	us	hrv
240	1996-12-05T20:29:43.080Z	11.601	92.742	33.0	4.6	mb				0.84	us	usp0007u0d	2014-11-07T01:01:44.635Z	Andaman Islands, India region	earthquake				20.0	reviewed	us	us
241	1996-12-05T20:09:30.230Z	-16.572	-173.805	33.0	4.7	mb				0.45	us	usp0007u0b	2014-11-07T01:01:44.628Z	Tonga	earthquake				7.0	reviewed	us	us
242	1996-12-05T18:58:35.960Z	-17.271	-179.249	550.0	4.6	mb				0.44	us	usp0007u08	2014-11-07T01:01:44.615Z	Fiji region	earthquake				8.0	reviewed	us	us
243	1996-12-05T17:29:07.450Z	-65.698	-176.005	10.0	4.7	mb				1.41	us	usp0007u04	2014-11-07T01:01:44.599Z	Pacific-Antarctic Ridge	earthquake				4.0	reviewed	us	us
244	1996-12-05T17:24:53.300Z	-65.708	-175.784	10.0	4.8	mb				1.18	us	usp0007u03	2014-11-07T01:01:44.592Z	Pacific-Antarctic Ridge	earthquake				16.0	reviewed	us	us
245	1996-12-05T14:59:48.120Z	4.916	-78.517	10.0	4.8	mb				1.0	us	usp0007tzz	2014-11-07T01:01:44.552Z	south of Panama	earthquake				10.0	reviewed	us	us
246	1996-12-05T13:12:16.330Z	9.392	126.407	33.0	4.6	mb				1.06	us	usp0007tzs	2014-11-07T01:01:44.523Z	Mindanao, Philippines	earthquake				10.0	reviewed	us	us
247	1996-12-05T10:38:53.000Z	16.255	120.515	33.0	5.2	mwc				1.01	us	usp0007tzr	2016-11-10T00:08:00.609Z	Luzon, Philippines	earthquake					reviewed	us	hrv
248	1996-12-05T10:22:44.690Z	-14.422	167.085	200.0	4.6	mb				0.84	us	usp0007tzq	2014-11-07T01:01:44.496Z	Vanuatu	earthquake				10.0	reviewed	us	us
249	1996-12-05T08:13:56.120Z	10.16	126.473	33.0	4.8	mb				1.08	us	usp0007tzm	2014-11-07T01:01:44.481Z	Philippine Islands region	earthquake				14.0	reviewed	us	us
250	1996-12-05T06:56:20.860Z	-18.142	-172.781	33.0	4.5	mb				0.84	us	usp0007tzj	2014-11-07T01:01:44.471Z	Tonga region	earthquake				10.0	reviewed	us	us
251	1996-12-05T03:51:07.970Z	14.542	-92.202	90.5	5.8	mwc				0.9	us	usp0007tzf	2020-01-03T21:36:16.382Z	Guatemala	earthquake		3.4			reviewed	us	hrv
252	1996-12-05T01:12:56.480Z	2.249	127.061	90.0	4.5	mb				1.15	us	usp0007tzb	2014-11-07T01:01:44.397Z	Molucca Sea	earthquake		32.1		5.0	reviewed	us	us
253	1996-12-05T00:25:05.980Z	44.07	150.369	33.0	5.2	mwc				0.86	us	usp0007tz6	2016-11-10T00:07:59.617Z	east of the Kuril Islands	earthquake					reviewed	us	hrv
254	1996-12-05T00:02:19.570Z	-15.598	167.34	33.0	5.5	mwc				0.99	us	usp0007tz3	2020-01-03T21:36:03.447Z	Vanuatu	earthquake					reviewed	us	hrv
255	1996-12-04T16:02:51.610Z	4.252	-76.656	111.0	4.5	mb				1.04	us	usp0007tym	2014-11-07T01:01:44.148Z	Colombia	earthquake		5.0		4.0	reviewed	us	us
256	1996-12-04T08:10:16.160Z	-6.832	105.483	38.4	4.7	mb				1.17	us	usp0007tyc	2014-11-07T01:01:44.077Z	Sunda Strait, Indonesia	earthquake				12.0	reviewed	us	us
257	1996-12-04T06:06:44.300Z	36.609	68.601	33.0	5.0	mb				1.1	us	usp0007ty8	2014-11-07T01:01:44.039Z	Hindu Kush region, Afghanistan	earthquake				48.0	reviewed	us	us
258	1996-12-04T02:49:40.560Z	40.189	52.86	50.6	4.8	mb				0.78	us	usp0007ty0	2014-11-07T01:01:43.982Z	Turkmenistan	earthquake				37.0	reviewed	us	us
259	1996-12-04T02:39:34.810Z	27.354	52.473	33.0	4.5	mb				0.9	us	usp0007txz	2014-11-07T01:01:43.974Z	southern Iran	earthquake				6.0	reviewed	us	us
260	1996-12-04T02:14:20.820Z	53.416	-164.025	33.0	4.7	mb				0.95	us	usp0007txy	2014-11-07T01:01:43.963Z	Unimak Island region, Alaska	earthquake				16.0	reviewed	us	us
261	1996-12-03T21:22:57.340Z	-9.789	108.268	33.0	5.1	mb				1.36	us	usp0007txs	2014-11-07T01:01:43.934Z	south of Java, Indonesia	earthquake				4.0	reviewed	us	us
262	1996-12-03T20:47:53.190Z	9.748	125.674	123.4	5.4	mwc				0.93	us	usp0007txq	2016-11-10T00:07:07.519Z	Mindanao, Philippines	earthquake					reviewed	us	hrv
263	1996-12-03T16:51:51.950Z	54.783	161.828	33.0	4.5	mb				0.55	us	usp0007txc	2014-11-07T01:01:43.816Z	near the east coast of the Kamchatka Peninsula, Russia	earthquake				8.0	reviewed	us	us
264	1996-12-03T15:49:12.820Z	37.485	139.48	138.9	5.7	mwc				0.78	us	usp0007txb	2020-01-03T21:35:48.610Z	eastern Honshu, Japan	earthquake					reviewed	us	hrv
265	1996-12-03T14:29:51.460Z	-10.666	112.158	33.0	4.8	ms				1.33	us	usp0007tx8	2014-11-07T01:01:43.740Z	south of Java, Indonesia	earthquake				1.0	reviewed	us	us
266	1996-12-03T13:41:07.540Z	-6.365	130.013	150.0	4.6	mb				1.27	us	usp0007tx7	2014-11-07T01:01:43.732Z	Banda Sea	earthquake		9.4		7.0	reviewed	us	us
267	1996-12-03T12:56:56.920Z	-18.351	-172.275	32.7	6.2	mwc				0.91	us	usp0007tx6	2016-11-10T00:54:05.211Z	Tonga region	earthquake					reviewed	us	hrv
268	1996-12-03T04:46:27.150Z	-10.662	112.14	33.0	4.5	mb				1.21	us	usp0007twk	2014-11-07T01:01:43.554Z	south of Java, Indonesia	earthquake				13.0	reviewed	us	us
269	1996-12-02T22:17:59.240Z	31.789	131.314	49.2	6.7	mwc				1.0	us	usp0007tw5	2020-02-06T19:42:42.843Z	Kyushu, Japan	earthquake		3.5			reviewed	us	hrv
270	1996-12-02T21:25:28.500Z	-13.983	170.307	600.0	5.5	mwc				1.06	us	usp0007tw1	2016-11-10T00:06:43.959Z	Vanuatu region	earthquake					reviewed	us	hrv
271	1996-12-02T20:36:04.140Z	-56.464	-25.336	33.0	4.6	mb				0.75	us	usp0007tw0	2014-11-07T01:01:43.221Z	South Sandwich Islands region	earthquake				2.0	reviewed	us	us
272	1996-12-02T19:48:10.560Z	-7.917	129.92	50.0	4.7	mb				0.99	us	usp0007tvz	2014-11-07T01:01:43.208Z	Kepulauan Babar, Indonesia	earthquake				13.0	reviewed	us	us
273	1996-12-02T13:27:45.870Z	-10.712	112.18	33.0	4.5	mb				1.15	us	usp0007tvj	2014-11-07T01:01:43.126Z	south of Java, Indonesia	earthquake				13.0	reviewed	us	us
274	1996-12-02T09:17:56.610Z	-24.457	179.816	500.0	4.7	mb				1.01	us	usp0007tv4	2014-11-07T01:01:43.029Z	south of the Fiji Islands	earthquake				23.0	reviewed	us	us
275	1996-12-02T09:04:08.610Z	30.506	131.258	33.6	4.8	mb				0.83	us	usp0007tv3	2014-11-07T01:01:43.016Z	Kyushu, Japan	earthquake		6.1		7.0	reviewed	us	us
276	1996-12-02T07:00:24.680Z	28.005	130.076	32.0	5.1	mb				1.01	us	usp0007tuz	2014-11-07T01:01:42.966Z	Ryukyu Islands, Japan	earthquake				25.0	reviewed	us	us
277	1996-12-02T04:08:48.370Z	34.401	32.184	33.0	5.0	mb				1.05	us	usp0007tux	2014-11-07T01:01:42.898Z	Cyprus region	earthquake				70.0	reviewed	us	us
